Data Element Name,Code,Category Name,Data Element ID,Category ID,Attribute ID
"OpenLMIS GAL Salicylic acid 10% ointment (in YSP), 500g Stock on hand",EE041400-a,default,daetJWWFE7c,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS SUT Vicryl 3/0, ½ circle round bodied taper 12's Stock on hand",FD355500-a,default,YxANd8gbonv,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS SUR + HOSP Scalpel blade size 21 (individually wrapped),Carbon steel quantity received",HH124200-d,default,Lk1dQII8gRY,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS TB Rifampicin60mg/Isoniazid60mg Quantity used,TB042600-b,default,aLUwzm7oN9W,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS SUR + HOSP Catheter Foley's retention 30cc FG 18 Stock on hand,HH027600-a,default,Tx7Tc0Wlu5W,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS INJ Gelatin 500ml pack intravenous infusion Stock out days,BB035700-c,default,q7n2WDtOyp2,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS ESS Doxycycline 100mg quantity received,GF0414-d,default,XhCqkeaJrK1,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS GAL Benzoic acid 6% + salicylic acid 3% ointment, 500g quantity received",EE004500-d,default,tagaD2UY2cK,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS RHD Levonorgestrel 1.5mg Stock out days,FP004700-c,default,HJS3d51ajWd,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS HIV Efavirenz 200mg Tabs (3P) Stock out days,GF0074-c,default,fZFHQqlvjbW,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS ESS Praziquantel 600mg Stock out days,FD006300-c,default,UJYjgPtfEtX,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS TB Ethambutol 100mg quantity received,TB000300-d,default,VQ85G4sfbQJ,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS X-RAY Barium sulphate for suspension, 95%, w/w 300g quantity received",FD651700-d,default,SZmLeGkSHLB,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS ESS Cimetidine 400mg, tablets Quantity used",AA015000-b,default,ZIVAfJmVHno,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS GAL Silver sulphadiazine cream 1% 50g Quantity used,EE045600-b,default,dTE3T5kyzue,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS GAL Amoxycillin 125mg/5ml suspension, PFR to make 100ml Stock on hand",EE002700-a,default,dMZAHmgpYUx,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS ESS Acyclovir 400mg, tablets quantity received",AA000900-d,default,rurZzi3uerR,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS INJ Paraldehyde, 10ml Stock out days",FD105500-c,default,SbYlhTaIjvP,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS SUR + HOSP Scalpel blade size 22 (individually wrapped),Carbon steel quantity received",HH124500-d,default,uZ3VTrf4yQ0,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS ESS Frusemide 40mg Stock out days,FD004700-c,default,HZxexBnuY0n,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS SUR + HOSP Cannula iv (winged with injection pot) 24 quantity received,FD405000-d,default,wUgALV0Pj6a,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS ESS Erythromycin 250mg, enteric coated tablets Stock out days",AA023700-c,default,azgGr8uFDz6,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS HIV Zidovudine 300mg / Lamivudine 150 /Nevirapine 200mg (2A) quantity received,GF0058-d,default,bSHK9Oh5aBG,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS HIV Zidovudine 300mg / Lamivudine 150 /Nevirapine 200mg (2A) Stock out days,GF0058-c,default,ASKQmoSpoQC,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS GAL Salicylic acid ointment 5% (in YSP base), 500g Stock out days",EE044100-c,default,jnZFBuOSIZT,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS ESS Metronidazole 200mg Quantity used,ST026100-b,default,tVPR90CP8EE,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS INJ Gelatin 500ml pack intravenous infusion Stock on hand,BB035700-a,default,hjGrXx5Tjfq,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS DENT Liner, glass ionomer Stock out days",PP047100-c,default,hE8kiL1jrim,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS ESS Metronidazole 200mg Stock out days,ST026100-c,default,wjRxMN7fcfS,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS X-RAY film, screen type, monochromatic 24cm x 30cm Quantity used",FD654700-b,default,dnrzE4bYHYw,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS SUT Vicryl 3/0, ½ circle round bodied taper 12's quantity received",FD355500-d,default,jZ0huNnY6Lw,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS ESS Cotrimoxazole 480mg tablets Quantity used,FD251000-b,default,kkf3iYOcZH8,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS TB Rifampicin150mg/Isoniazid75mg/Ethambutol 275mg (RHE) Stock on hand,TB042700-a,default,vFSjAHykmHc,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS ESS Olanzepine 15mg, tablets Stock on hand",AA048300-a,default,PGXYLVG3hT5,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS RHD Implanon (Etonogestrel 68mg) Stock on hand,FP004100-a,default,ptaRhMSJsn4,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS GAL Hydrocortisone eye ointment 1% Stock on hand,FD253600-a,default,YO1WrBF0sbx,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS HIV Lamivudine/Zidovudine 300mg/150mg Tabs (4A), (8A) quantity received",GF0011-d,default,RZ3reW3YkGk,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS SUR + HOSP Bags urine drainage 2,000ml with outlet Quantity used",HH008100-b,default,RShU7rF8tNt,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS ESS Metformin hydrochloride 500mg, tablets Quantity used",AA042000-b,default,n66Vtw6ENNk,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS SUR Plaster, elastic adhesive 7.5cm x 5m long, when stretched Quantity used",FF014700-b,default,jLMfQbCuky5,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS X-RAY film, screen type, monochromatic 18cm x 24cm Quantity used",FD654600-b,default,seQzvmx9LI7,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS MAL Artesunate 100mg+Amodiaquine 270mg 6tablets/blister Stock out days,GF0563-c,default,bT5h8lrNOyt,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS ESS Amlodipine 5mg Stock out days,FD000400-c,default,r8nysC2gPwe,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS INJ Hydrocortisone sodium succinate iv 50mg/ml, 2ml quantity received",FD104900-d,default,c3ZrHkNAGdY,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS X-RAY Sodium + Magluminediatrizoate (urografin)76% Stock out days,FD650400-c,default,mwcQg2eebwA,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS HIV Lopinavir / Ritonavir 200mg /50mg (7A) quantity received,GF0065-d,default,t5APzD50sJN,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS INJ Ceftriaxone 1g, PFR quantity received",BB013500-d,default,Q0nE2QlZ3Fd,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS ESS Pyridoxine 50mg Quantity used,GF0581-b,default,wcdTUwy5Iq5,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS ESS Olanzepine 15mg, tablets quantity received",AA048300-d,default,NiyNnjXkK7O,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS ESS Frusemide 40mg Stock on hand,FD004700-a,default,er2uWHyeqwm,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS ESS Phenytoin sodium 100mg, coated tablets Stock on hand",AA050400-a,default,r8m46AZUvBJ,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS SUR Bandage, WOW 5cm x 4m long, when stretched Stock on hand",FF006900-a,default,UJmUtkRscQc,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS ESS Chloramphenicol 250mg quantity received,AA013830-d,default,i8vuWpZcG3h,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS ESS Folic acid 5mg Quantity used,FD001500-b,default,JtCG2cMjVAn,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS HIV Lamivudine/Abacavir 60mg/30mg (9P) quantity received,GF0075-d,default,p2jOhhomk74,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS SUR + HOSP Scalpel blade size 22 (individually wrapped),Carbon steel Stock on hand",HH124500-a,default,V8t2PKTiXE7,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS GAL Calamine lotion 15%+ sulphur 2%, 500ml quantity received",EE008400-d,default,RwdFrYnA2j7,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS ESS Magnesium trisilicate compound Stock on hand,FD005300-a,default,HTPWKULbDwu,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS ESS Acyclovir 200mg, tablets Quantity used",AA000901-b,default,Tl3WXTHnra1,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS INJ Gelatin 500ml pack intravenous infusion Quantity used,BB035700-b,default,hXTgi2KmOSw,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS SUT Silk braided 2/0, 1/2 circle taper point needle 26mm, thread length 45cm(12 per box) Stock out days",G0238-c,default,TXaQkcPgcKu,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS GAL Gentamicin 0.3% eye drops, 5ml Quantity used",EE020700-b,default,W0BnvyHSrIM,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS DENT Needle, disposable dental, 27g long sharewood quantity received",PP053400-d,default,hT0YwnNclUT,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS RHD Medroxyprogesterone acetate injection 150mg/mL, 1mL vial wit Stock out days",BB049500-c,default,ve9V3ZjL4a5,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS SUT Vicryl 3/0, ½ circle round bodied taper 12's Quantity used",FD355500-b,default,LT5CFLdTDLQ,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS SUR + HOSP Glove surgeon's size 8 sterile Stock out days,HH081000-c,default,oJLvuelJLGz,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS DENT Liner calcium hydroxide Stock out days,FD703100-c,default,ajWFXNSjsVu,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS INJ Benzathine benzylpenicillin 1.44g (2.4MU), PFR Quantity used",B0224-b,default,fUD60xR0tF6,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS SUT Silk braided 4/0, 1/2 circle reverse cutting needle 26mm, th Stock out days",GG027600-c,default,J6IkizQvhKS,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS INJ Diclofenac sodium 75mg/ml, 3ml Stock out days",BB024300-c,default,yjzUvonxJ2i,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS MAL Quinine sulphate 300mg Stock on hand,FD006700-a,default,vPuHYQcyveH,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS INJ Benzathine benzylpenicillin 1.44g (2.4MU), PFR Stock out days",B0224-c,default,Ptr4prPSsAt,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS GAL Zinc oxide & salicylic acid paste BP (Lassar's), 500gm quantity received",EE051300-d,default,vFGiduktv3n,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS ESS Methyldopa 250mg, tablets Stock on hand",AA043200-a,default,FrcWTiHItlX,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS SUR Gauze, absorbent 90cm X 100m quantity received",FD300700-d,default,W2NT54ECbMp,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS INJ Phenobarbitone sodium 200mg/ml, 1ml Stock out days",BB063000-c,default,fmCX270VlG8,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS ESS Propranolol hydrochloride 40mg, tablets Stock on hand",AA054900-a,default,LkxQPariLKF,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS SUT Catgut chromic 2 on needle round bodied ½ circle 50mm Stock out days,FD353600-c,default,crJ1qncT7QH,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS HIV Zidovudine (AZT) + Lamivudine (3TC), 60mg+30mg (4P) quantity received",GF0234-d,default,HumuBHLn38S,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS SUR + HOSP Glove surgeon's size 8 sterile quantity received,HH081000-d,default,odSbb2Riz7i,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS ESS Glibenclamide 5mg, tablets Stock out days",AA028800-c,default,KGIlIYrHx7k,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS ESS Doxycycline 100mg Stock out days,GF0414-c,default,qC2vWWIoK74,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS ESS Atenolol 100mg, tablets quantity received",AA007800-d,default,pdxUyGufST3,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS INJ Benzathine benzylpenicillin 1.44g (2.4MU), PFR Stock on hand",B0224-a,default,fJlR6pLuASb,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS ESS Captopril 25mg, tablets quantity received",AA012300-d,default,l6oG5into5q,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS GAL Salicylic acid 5% + sulphur 5% ointment (in EO base),500g Stock out days",EE042900-c,default,KZ57CwSwzdc,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS GAL Cetrimide 15% + chlorhexidine 1.5% solution.for dilution Quantity used,FD252200-b,default,GbHrD0OqcmC,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS INJ Ketamine hydrochloride 50mg/ml, 10ml Stock on hand",BB044400-a,default,mbt6fO6TI38,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS ESS Cotrimoxazole 480mg tablets Stock out days,FD251000-c,default,ZVkXcCn7yP5,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS INJ Halothane (fluothane) Stock on hand,EE022500-a,default,zBe7MQsQ4Oy,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS SUR + HOSP Autoclave tape, 1.5cm wide, 12mLong Stock out days",FD404400-c,default,PmspAgkp42y,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS ESS Amoxycillin w/ Clavulanic Acid, 500mg/125mg quantity received",GF0244-d,default,cvf9NPDDDcS,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS SUR Bandage, WOW 7.5cm x 4m long, when stretched Quantity used",FF007200-b,default,ybdh00AC7v4,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS SUT Catgut chromic 2 on needle round bodied ½ circle 50mm Quantity used,FD353600-b,default,hNfe0lg3IY3,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS INJ Diazepam 5mg/ml, 2ml quantity received",BB024000-d,default,C1VV2meNHfg,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS ESS Acyclovir 200mg, tablets Stock on hand",AA000901-a,default,P7uLgpViqAL,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS GAL Benzoic acid 6% + salicylic acid 3% ointment, 500g Stock on hand",EE004500-a,default,a9lhDMIVfy0,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS ESS Zinc sulphate 20mg Tablets Quantity used,DN001500-b,default,h5V8fnY0Gea,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS MAL Artesunate 50mg+Amodiaquine 135mg 3tablets/blister quantity received,GF0561-d,default,RPpfwj0zOyz,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS GAL Gentamicin 0.3% eye drops, 5ml Stock on hand",EE020700-a,default,weEZGTE7k0J,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS GAL Erythromycin oral suspension Quantity used,ST011900-b,default,s2kmlb96kOk,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS ESS Pyridoxine (Vitamin B6) 20mg, tablets quantity received",AA054950-d,default,rphP16MChKJ,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS SUR Gauze, absorbent 90cm x 40m quantity received",FD300800-d,default,YjLWsxDNBIG,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS DENT Zinc oxide eugenolLiquid+powder Stock on hand,FD705600-a,default,qPbh8aUbYXg,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS ESS Morphine sulphate 10mg (slow release), tablets Quantity used",AA045300-b,default,Be5EzNnIK2I,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS SUR + HOSP Cannula iv (winged with injection pot) 22 Quantity used,FD404900-b,default,dbOEfC1ZuY9,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS SUR + HOSP Cannula iv (winged with injection pot) 18 Stock out days,FD404700-c,default,E80GGh44RHC,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS GAL Salbutamol sulphate aerosol inhalation, 100mcg/dose, 200 dos Stock on hand",EE040800-a,default,Et0FxAlKALO,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS INJ Vincristine sulphate 1mg PFR quantity received,FD007700-d,default,ssIhE0X1wjl,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS GAL Chlorhexidine 1.5% solution, 5ml Stock out days",EE010800-c,default,vZ6DglwkWFr,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS ESS Glibenclamide 5mg, tablets Quantity used",AA028800-b,default,OvNcQEHDwuA,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS DENT Amalgam capsule no. 2, non-gamma Stock out days",FD700900-c,default,TTzRVRyipxB,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS ESS Cotrimoxazole 480mg tablets quantity received,FD251000-d,default,VkGKaoVLhUL,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS INJ Diazepam 5mg/ml, 2ml Stock out days",BB024000-c,default,YgXCiIATacq,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS ESS Ferrous sulphate 200mg / folic acid 250 micrograms, coated quantity used",AA025200-b,default,Mzyqml1OmbR,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS SUT Catgut chromic 2 on needle round bodied ½ circle 50mm Stock on hand,FD353600-a,default,niDNQC6fIiM,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS GAL Clotrimazole 500mg vaginal tablet (blister 10 x 10, with app quantity received",DN260600-d,default,MVDX63XvOfA,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS ESS Allopurinol 100mg quantity received,FD000100-d,default,OZueG4lWbHE,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS HIV Lamivudine/Abacavir 60mg/30mg (9P) Stock out days,GF0075-c,default,tyedxRCEkp0,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS HIV Atazanavir 300mg / Ritonavir 100mg (7A) quantity received,GF0570-d,default,caTMZjB5KSv,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS HIV Efavirenz 600mg (3A) Stock on hand,GF0063-a,default,XLu33tGyvyY,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS INJ Metronidazole 5mg/ml, 100ml Stock on hand",BB054900-a,default,YeZ2EZ0dCKY,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS RHD Male Condoms 144 box Quantity used,GF0096-b,default,EQ0hxHaNG8G,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS ESS Fluconazole 200mg, tablets quantity received",AA026400-d,default,pwuIUL2Dd4b,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS GAL Paracetamol syrup 120mg/5ml, 100ml Stock on hand",EE034800-a,default,aBNl2FoC7bx,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS RHD Male Condoms 144 box Stock on hand,GF0096-a,default,PYifFxdox5L,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS INJ Insulin zinc suspension (lente) 100 IU/ml, 10ml Stock on hand",BB043200-a,default,y6nBA1XyOwz,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS SUT Vicryl 0, ½ circle round bodied 12's Stock on hand",FD354900-a,default,iVRUQgQSmcB,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS SUR Bandage, crepe 10cm 1.4m long, when stretched Quantity used",FF000900-b,default,QIkHupSH10t,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS GAL Dexamethasone 0.1% and Neomycin 0.35% (as sulphate) eye drop Stock on hand,EE015000-a,default,OpvPYAoOUZQ,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS HIV Determine HIV 1/2 rapitt kit Quantity used,ST010900-b,default,FT1yxFQ1SOf,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS SUR + HOSP Scalpel blade size 24 (individually wrapped),Carbon steel quantity received",HH125100-d,default,wBuJO8BPkes,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS SUR + HOSP Syringe insulin 100 IU with needle Quantity used,HH145200-b,default,zW8PLGuoD8L,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS SUR Plaster, zinc oxide 10cm x 5m long, when stretched Stock out days",FF015600-c,default,SOVNSxsvySX,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS SUR + HOSP Cannula iv (winged with injection pot) 22 quantity received,FD404900-d,default,atHMl8BRjTk,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS ESS Diazepam 5mg Tablets Stock out days,FD003100-c,default,kupUZlcIoCF,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS INJ Frusemide 10mg/ml, 2ml Stock on hand",FD104600-a,default,GvQyYFPPRRv,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS GAL Salbutamol solution for nebulising 5mg/ml Quantity used,FD254500-b,default,P2wJxEij1qx,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS DENT Liner calcium hydroxide Stock on hand,FD703100-a,default,rIoTr9YarqK,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS ESS Frusemide 40mg Quantity used,FD004700-b,default,SLvRGheNEzR,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS TB Levofloxacin 250mg Stock out days,TB012900-c,default,caZLUHBlCWK,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS MAL Artesunate 50mg+Amodiaquine 135mg 3tablets/blister Stock out days,GF0561-c,default,nQWE1VlzDk8,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS DENT Ethyl chloride spray, topical anaesthetic quantity received",FD702200-d,default,B21DQJZyj3V,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS ESS Acyclovir 200mg, tablets quantity received",AA000901-d,default,uLEL8FjwTi0,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS SUR + HOSP Glove surgeon's size 7½ sterile Quantity used,HH080700-b,default,d7gMaT1ir9n,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS SUR + HOSP Tube, nasogastric FG 8 ( with metal balls at the tip) quantity received",HH177900-d,default,BY1webaH1x6,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS SUR + HOSP Glove disposable powdered latex large quantity received,HH077400-d,default,pND6SsuwzV7,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS INJ Dextrose 50%, 50ml quantity received",BB022800-d,default,aAyo5Lb573w,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS SUR + HOSP Cannula iv (winged with injection pot) 18 Stock on hand,FD404700-a,default,TOTNl9yhKI2,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS INJ Ampicillin injection 500mg, PFR Stock on hand",BB005400-a,default,B89DwjCscxw,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS MAL Lumefantrine 120mg/Artemether 20mg,30x12, Dispersibletablets Stock out days",AA039900-c,default,qUhDEYq2IAD,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS SUT Silk braided 4/0, 1/2 circle reverse cutting needle 26mm, th Stock on hand",GG027600-a,default,x3wEjbK4cky,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS ESS Amitriptyline 25mg Tabs Stock out days,GF0034-c,default,u3X97gzo21e,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS ESS Fluconazole 200mg, tablets Stock on hand",AA026400-a,default,wBpEQFY2xUq,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS HIV Tenofovir (TDF) + Lamivudine (3TC) + Efavirenz (EFV), 300+30 (5A) quantity received",GF0221-d,default,n2NDD3d0oac,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS ESS Glibenclamide 5mg, tablets quantity received",AA028800-d,default,PJf9MmU68u3,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS ESS Amoxycillin 250mg, Tablets Stock on hand",AA005100-a,default,HGErtqzGvkN,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS RHD Oral Contraceptive tablets – progestogen only (e.g. Ovrette® Quantity used,FP000600-b,default,XHNMIjdDxir,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS MAL Malaria Rapid Diagnostic Test (MRDT) Kits Stock on hand,DN002900-a,default,R31gFgSH2o9,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS SUR Plaster, zinc oxide 7.5cm x 5m long, when stretched Stock on hand",FF016200-a,default,WANj7JxgC9C,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS SUR + HOSP Scalpel blade size 15 (individually wrapped),Carbon steel Stock on hand",HH123600-a,default,G9zjdSc5Y2m,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS ESS Nifedipine 20mg (slow release), tablets quantity received",AA046500-d,default,mgslk0aDGr2,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS GAL Ferrous sulphate mixture paediatric 60mg/5ml, 100ml quantity received",EE018900-d,default,j1Z4IDEHEmo,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS ESS Metronidazole 200mg quantity received,ST026100-d,default,aMaeYZz1tfp,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS ESS Vitamin A 100,000 IU, Capsules quantity received",AA064200-d,default,TWbpzSe3ZCB,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS X-RAY Barium sulphate for suspension, 95%, w/w 300g Quantity used",FD651700-b,default,IPDUYabW0UC,Tt7fU5lUhAU,Tt7fU5lUhAU
